"FileName","ObjectName","ObjectType","Dimensions","DataType","Attributes","Status"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_29/batch_normalization_29/moving_variance:0",H5I_DATASET,"96","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_3",H5I_GROUP,"","","weight_names","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_3/batch_normalization_3",H5I_GROUP,"","","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_3/batch_normalization_3/beta:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_3/batch_normalization_3/moving_mean:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_3/batch_normalization_3/moving_variance:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_30",H5I_GROUP,"","","weight_names","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_30/batch_normalization_30",H5I_GROUP,"","","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_30/batch_normalization_30/beta:0",H5I_DATASET,"96","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_30/batch_normalization_30/moving_mean:0",H5I_DATASET,"96","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_30/batch_normalization_30/moving_variance:0",H5I_DATASET,"96","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_4",H5I_GROUP,"","","weight_names","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_4/batch_normalization_4",H5I_GROUP,"","","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_4/batch_normalization_4/beta:0",H5I_DATASET,"80","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_4/batch_normalization_4/moving_mean:0",H5I_DATASET,"80","H5T_IEEE_F32LE","","Success"
